Libellé long
Rennes (Henri Fréville) -> Orgères -> Bourgbarré (Centre de Loisirs)
Rennes (Henri Fréville) -> Orgères -> Bourgbarré (Moc Souris)
Orgères (Ormes Blanches) -> Rennes (Henri Fréville)
Bourgbarré (Sept Fours) -> Orgères (Surcouf)
Nouvoitou (Parc des Sports) -> Vern-sur-Seiche (La Poste)
Nouvoitou (Crotigné) -> Nouvoitou (Langlois)
Rennes (La Poterie) -> Nouvoitou (L'Ourmais)
Rennes (Villejean-Université) -> Pacé (Pâtis Roussel) via Rive Ouest
Pacé (Pâtis Roussel) -> Rennes (Villejean-Université)
Rennes (Henri Fréville) -> Pont-Péan -> Laillé (Gingouillère)
Rennes (Villejean-Université) -> Pacé -> Saint-Gilles -> Clayes -> Romillé (Romillé Collège) via Ile des Bois
Rennes (Villejean-Université) -> Romillé -> Langan -> La Chapelle-Chaussée -> Bécherel -> Miniac-sous-Bécherel (Miniac Eglise)
Bruz (Cicé Blossac) -> Chartres-de-Bretagne (Collège Pôle Sud)
Bruz (Pont-Réan) -> Chartres-de-Bretagne -> Noyal-Châtillon-sur-Seiche (Petite Saudrais)
Bourgbarré (Centre de Loisirs) -> Saint-Erblon -> Noyal-Châtillon-sur-Seiche -> Rennes (Coubertin)
Rennes (République) -> Rennes (Gayeulles)
Rennes (République Pré Botté) -> L'Hermitage (L'Hermitage Centre)
Pacé (Pâtis Roussel) -> Rennes (Villejean-Université) via Rive Ouest
Rennes (Gayeulles) -> Rennes (Painlevé)
Rennes (La Poterie) -> Rennes (Gayeulles)
Bruz (Anita Conti) -> Pont-Péan -> Laillé (Gingouillère) via Aire du 8 Mai
Pont-Péan (Mouton Blanc) -> Bruz (Anita Conti)
Laillé (Gingouillère) -> Pont-Péan -> Bruz (Anita Conti)
Bourgbarré (Centre de Loisirs) -> Saint-Erblon (Collège Saint-Paul) via La Basse Erable
Saint-Erblon (Collège Saint-Paul) -> Orgères -> Bourgbarré (Centre de Loisirs)
Laillé (Gingouillère) -> Orgères (Collège Récipon) via Orée du Bois
Pont-Péan (Mouton Blanc) -> Orgères (L'Hermitière Village)
Parthenay-de-Bretagne (Parthenay Fontaine) -> Pacé (Centre scolaire Pacé)
Mordelles (Mordelles Pâtis) -> Le Rheu (Lycée Monod)
L'Hermitage (L'Hermitage Centre) -> Le Rheu (Lycée Monod)
Le Rheu (Collège Brassens) -> L'Hermitage -> Saint-Gilles (Ile des Bois)
Bruz (Aire du 8 Mai) -> Noyal-Châtillon-sur-Seiche (Noyal La Touche)
Bruz (Aire du 8 Mai) -> Noyal-Châtillon-sur-Seiche (Bray)
Bruz (Aire du 8 Mai) -> Bourgbarré (Les Cruaux)
Cintré (Pilais Barbais) -> Mordelles (Morvan Lebesque)
Saint-Gilles (Etang de la Motte) -> Pacé (Centre scolaire Pacé)
Chevaigné (Pommiers) -> Betton -> Rennes (Assomption)
Saint-Grégoire (Champ Daguet) -> Rennes (Assomption)
Cesson-Sévigné (Lycée Ozanam) -> Rennes (Gares)
Rennes (Gares) -> Cesson-Sévigné (Lycée Ozanam)
Rennes (Collège Cleunay) -> Chavagne (Croix Blanche)
Chavagne (Croix Blanche) -> Rennes (Collège Cleunay)
Noyal-Châtillon-sur-Seiche (Molène) -> Rennes (Coubertin)
Rennes (Lycée Chateaubriand) -> Rennes (Villejean-Université)
Cesson-Sévigné (Château de Vaux) -> Thorigné-Fouillard -> Cesson-Sévigné (Lycée Sévigné)
Chevaigné (Pommiers) -> Betton -> Saint-Grégoire (Jean-Paul II)
Pacé (Pâtis Roussel) -> Saint-Grégoire (Jean-Paul II)
Gévezé (Cheval Blanc) -> La Chapelle-des-Fougeretz -> Pacé (Centre scolaire Pacé)
Pacé (Centre scolaire Pacé) -> La Chapelle-des-Fougeretz (Besneraie)
Pacé (Centre scolaire Pacé) -> La Chapelle-des-Fougeretz -> Gévezé (Cheval Blanc)
La Chapelle-des-Fougeretz (Besneraie) -> Montgermont -> Rennes (Lycée Mendès France)
La Chapelle-Chaussée (Chapelle-Chaussée) -> La Chapelle-Chaussée (Chapelle-Chaussée)
Noyal-Châtillon-sur-Seiche (La Garde) -> Chartres-de-Bretagne (Collège Pôle Sud)
Chartres-de-Bretagne (Collège Pôle Sud) -> Noyal-Châtillon-sur-Seiche (La Garde)
Rennes (Etangs d'Apigné) -> Rennes (République)
Rennes (La Salle) -> Noyal-Châtillon-sur-Seiche (Touche Tizon)
Rennes (Patton) -> Noyal-Châtillon-sur-Seiche (Touche Tizon)
Saint-Erblon (Collège Saint-Paul) -> Noyal-Châtillon-sur-Seiche (Noyal La Touche)
Cesson-Sévigné (Chalotais) -> Cesson-Sévigné (Prieuré Forge)
Cesson-Sévigné (Cesson Piscine) -> Cesson-Sévigné (Prieuré Forge)
Le Rheu (Collège Brassens) -> Saint-Gilles (Ile des Bois)
Cesson-Sévigné (Champs Blancs) -> Rennes (République)
Rennes (Henri Fréville) -> Rennes (Saint-Laurent)
Rennes (ZA Saint-Sulpice) -> Saint-Grégoire (Grand Quartier)
Rennes (République) -> Rennes (Plaine de Baud)
Saint-Grégoire (Grand Quartier) -> Rennes (ZA Saint-Sulpice)
Rennes (Lycée Bréquigny) -> Rennes (Patton)
Saint-Jacques-de-la-Lande (Gaité) -> Rennes (République)
Rennes (Henri Fréville) -> Saint-Jacques-de-la-Lande (Gautrais)
Rennes (Triangle) -> Rennes (Clos Courtel)
Rennes (Clos Courtel) -> Rennes (République)
Cesson-Sévigné (Champs Blancs) -> Rennes (Gares)
Rennes (La Poterie) -> Vern-sur-Seiche -> Saint-Armel -> Corps-Nuds (Corps-Nuds Gare)
Brécé (Anjou) -> Rennes (République)
Gévezé (Cheval Blanc) -> Rennes (Villejean-Université)
Rennes (Henri Fréville) -> Orgères (Ormes Blanches)
Le Rheu (Lycée Monod) -> Rennes (Charles de Gaulle)
Le Verger (Le Verger Eglise) -> Mordelles -> Le Rheu -> Rennes (Charles de Gaulle)
Cintré (Chêne Vert) -> Le Rheu -> Rennes (Charles de Gaulle)
La Chapelle-des-Fougeretz (Besneraie) -> Montgermont -> Rennes -> Pacé -> Saint-Gilles (Ile des Bois) via Quatre Vents
Rennes (République) -> Rennes (Colin)
Bruz (Corbières) -> Bruz (Bruz Centre)
Rennes (Henri Fréville) -> Bruz (Bruz Gare)
Bruz (Bruz Gare) -> Rennes (Henri Fréville)
Rennes (Henri Fréville) -> Chartres-de-Bretagne (Parc de Loisirs)
Corps-Nuds (Corps-Nuds Gare) -> Rennes (La Poterie)
Rennes (Assomption) -> Thorigné-Fouillard (Landelles)
Rennes (Assomption) -> Betton -> Chevaigné (Pommiers)
Rennes (Assomption) -> Saint-Grégoire (Champ Daguet) via Clotilde Vautier
Rennes (Coubertin) -> Orgères (Surcouf)
Cesson-Sévigné (Stade Dézerseul) -> Rennes (Joliot-Curie)
Cesson-Sévigné (Cormier) -> Rennes (Joliot-Curie)
Pacé (Centre scolaire Pacé) -> Saint-Gilles (Ile des Bois)
Rennes (République) -> Pacé -> Saint-Gilles -> Clayes -> Romillé (Romillé Collège)
Romillé (Romillé Collège) -> Clayes -> Saint-Gilles -> Pacé -> Rennes (Villejean-Université) via Ile des Bois
Noyal-Châtillon-sur-Seiche (Petite Saudrais) -> Chartres-de-Bretagne -> Bruz (Pont-Réan)
Bruz (Pont-Réan) -> Bruz (Bruz Centre)
Rennes (République) -> Rennes (Clos Courtel)
Rennes (Kennedy Guyenne) -> Rennes (République)
Rennes (Kennedy Guyenne) -> Rennes (Clos Courtel)
Rennes (République) -> Thorigné-Fouillard (Landelles)
Cintré (Chêne Vert) -> Le Rheu -> Rennes (République)
Mordelles (Mordelles Pâtis) -> Rennes (République)
Rennes (République) -> Chavagne (Croix Blanche)
Chavagne (Croix Blanche) -> Rennes (République)
Bruz (Schuman) -> Rennes (République)
Acigné (Timonière) -> Cesson-Sévigné (Chalotais)
Saint-Grégoire (Jean-Paul II) -> Betton (Gentilhommière)
Vezin-le-Coquet (Lion d'Or) -> Pacé (Centre scolaire Pacé)
Bruz (Anita Conti) -> Pont-Péan (Bois Esnault)
Bruz (Anita Conti) -> Pont-Péan -> Laillé (Gingouillère)
Bourgbarré (Centre de Loisirs) -> Orgères -> Saint-Erblon (Collège Saint-Paul)
Laillé (Orée du Bois) -> Orgères (Collège Récipon)
Rennes (République) -> Pacé -> Parthenay-de-Bretagne (Parthenay Fontaine)
Betton (Betton Centre) -> Saint-Grégoire -> Rennes (Villejean-Université)
Bourgbarré (Centre de Loisirs) -> Orgères -> Rennes (Henri Fréville)
Bourgbarré (Sept Fours) -> Orgères -> Rennes (Henri Fréville)
Le Rheu (Collège Brassens) -> L'Hermitage -> La Chapelle-Thouarault (Ville aux Archers)
Saint-Gilles (Ile des Bois) -> L'Hermitage -> Le Rheu (Lycée Monod)
Miniac-sous-Bécherel (Miniac Eglise) -> Bécherel -> La Chapelle-Chaussée -> Romillé (Romillé Collège)
Orgères (Surcouf) -> Bourgbarré (Moc Souris)
Le Rheu (Collège Brassens) -> Le Rheu (Haut Plessis)
Cesson-Sévigné (Prieuré Forge) -> Cesson-Sévigné (Cesson Piscine)
Le Rheu (Collège Brassens) -> Saint-Gilles (Ile des Bois)
Bécherel (Bécherel Ecole) -> Bécherel (Bécherel Ecole)
Romillé (Hatais Ville Greffier) -> Romillé (Romillé Collège)
La Chapelle-Chaussée (Chapelle-Chaussée) -> Saint-Grégoire (Jean-Paul II)
Saint-Grégoire (Jean-Paul II) -> La Chapelle-Chaussée (Chapelle-Chaussée)
Rennes (République) -> Rennes (Etangs d'Apigné)
Noyal-Châtillon-sur-Seiche (Touche Tizon) -> Rennes (Henri Fréville)
Mordelles (Collège St-Yves) -> La Chapelle-Thouarault (Pont Harel)
Le Rheu (Lycée Monod) -> Mordelles (Collège St-Yves)
Mordelles (Collège St-Yves) -> La Chapelle-Thouarault (Eglise)
Pacé (Centre scolaire Pacé) -> La Chapelle-des-Fougeretz (Chêne aux dames)
Romillé (Romillé Collège) -> La Chapelle-Chaussée -> Bécherel -> Miniac-sous-Bécherel (Miniac Eglise)
Chartres-de-Bretagne (Collège Pôle Sud) -> Pont-Péan (Bois Esnault)
Saint-Erblon (Douazel) -> Bruz (Aire du 8 Mai)
Laillé (Bossardière) -> Bruz (Aire du 8 Mai)
Bruz (Anita Conti) -> Laillé (Château d'Eau)
Cesson-Sévigné (Champs Blancs) -> Rennes -> Chantepie (Rosa Parks)
Rennes (Gares) -> Cesson-Sévigné (Champs Blancs)
Chantepie (Rosa Parks) -> Rennes -> Cesson-Sévigné (Champs Blancs)
Rennes (Haut Sancé) -> Saint-Grégoire (Champ Daguet)
Rennes (Plaine de Baud) -> Saint-Grégoire (Grand Quartier)
Rennes (République) -> Vezin-le-Coquet -> L'Hermitage -> La Chapelle-Thouarault -> Cintré -> Le Verger (Le Verger Eglise)
La Chapelle-Thouarault (Ville aux Archers) -> L'Hermitage -> Vezin-le-Coquet -> Rennes (République) via CAT La Hautière
Cintré (Chêne Vert) -> Le Rheu (L'Autre Lieu)
Chantepie (Rosa Parks) -> Cesson-Sévigné -> Rennes (ZA Saint-Sulpice)
Cesson-Sévigné (Cesson Gare) -> Cesson-Sévigné (Champs Blancs)
Saint-Grégoire (Edonia) -> Rennes (Place Hoche)
Saint-Jacques-de-la-Lande (Morinais) -> Rennes (Henri Fréville)
Rennes (République) -> Thorigné-Fouillard (Landelles)
Betton (Champ Devant) -> Rennes (Place Hoche)
Rennes (Place Hoche) -> Betton (Champ Devant)
La Chapelle-des-Fougeretz (Besneraie) -> Montgermont -> Rennes -> Pacé -> Saint-Gilles (Ile des Bois)
Gévezé (Cheval Blanc) ->  La Chapelle-des-Fougeretz -> Montgermont -> Rennes (Villejean-Université)
Rennes (Villejean-Université) -> Montgermont -> La Chapelle-des-Fougeretz -> Gévezé (Cheval Blanc)
Saint-Gilles (Ile des Bois) -> Pacé -> Rennes -> Montgermont -> La Chapelle-des-Fougeretz (Besneraie) via Quatre Vents
Rennes (ZA Saint-Sulpice) -> Rennes (République)
Rennes (La Poterie) -> Rennes (Stade Rennais)
Vezin-le-Coquet (ZI Ouest) -> Rennes (Saint-Saëns)
Chantepie (Cucé) -> Rennes -> Saint-Jacques-de-la-Lande (Gautrais)
Rennes (Cleunay) -> Chantepie (Cucé)
Rennes (Villejean-Churchill) -> Cesson-Sévigné (Base de Loisirs)
Rennes (République) -> Saint-Jacques-de-la-Lande -> Bruz (Bruz Centre)
Rennes (Henri Fréville) -> Bruz (Bruz Gare)
Saint-Erblon (Parc d'Activités) -> Noyal-Châtillon-sur-Seiche -> Rennes (Henri Fréville)
Rennes (République) -> Vern-sur-Seiche -> Nouvoitou -> Saint-Armel -> Corps-Nuds (Corps-Nuds Gare)
Rennes (La Poterie) -> Vern-sur-Seiche -> Nouvoitou (Parc des Sports)
Rennes (Clos Courtel) -> Rennes (Triangle)
Rennes (ZA Saint-Sulpice) -> Cesson-Sévigné -> Chantepie (Rosa Parks)
Rennes (République) -> Acigné (Timonière)
Rennes (Villejean-Université) -> Pacé -> Parthenay-de-Bretagne (Parthenay Fontaine)
Rennes (Gares) -> Bruz (Pont-Réan)
Bourgbarré (Sept Fours) -> Orgères -> Rennes (Coubertin)
Cesson-Sévigné (Cesson Gare) -> Cesson-Sévigné (Lycée Ozanam)
Rennes (Villejean-Université) -> Rennes (Lycée Chateaubriand)
Rennes (Joliot-Curie) -> Cesson-Sévigné (Stade Dézerseul)
Rennes (Joliot-Curie) -> Cesson-Sévigné (Cormier)
Acigné (Botrel) -> Cesson-Sévigné (Chalotais)
Cesson-Sévigné (Lycée Sévigné) -> Acigné (Timonière)
Cesson-Sévigné (Lycée Sévigné) -> Thorigné-Fouillard (Portail)
Saint-Grégoire (Jean-Paul II) -> Betton -> Chevaigné (Pommiers)
Saint-Grégoire (Jean-Paul II) -> La Chapelle-des-Fougeretz (Besneraie)
Saint-Gilles (Ile des Bois) -> Vezin-le-Coquet -> Pacé (Centre scolaire Pacé)
Bruz (Anita Conti) -> Chavagne (Croix Blanche) via Cicé Blossac
Bruz (Brossolette) -> Pont-Péan (Bois Esnault)
Orgères (Collège Récipon) -> Laillé (Gingouillère)
Laillé (Gingouillère) -> Orgères (Collège Récipon)
Le Rheu (Collège Brassens) -> Chavagne (Croix Blanche)
La Chapelle-Thouarault (Ville aux Archers) -> L'Hermitage -> Le Rheu (Lycée Monod)
Saint-Gilles (Ile des Bois) -> L'Hermitage -> Le Rheu (Lycée Monod) via Vigne
Le Rheu (Collège Brassens) -> L'Hermitage -> Saint-Gilles (Ile des Bois) via Vigne
Chavagne (Alfred de Musset) -> Mordelles (Collège St-Yves)
Pacé (Pie Neuve) -> Montgermont -> Saint-Grégoire (Jean-Paul II)
Pont-Péan (Bois Esnault) -> Chartres-de-Bretagne (Collège Pôle Sud)
Noyal-Châtillon-sur-Seiche (Bray) -> Bruz (Aire du 8 Mai)
Bruz (Aire du 8 Mai) -> Bourgbarré (Moc Souris)
Laillé (Couais) -> Bruz (Anita Conti)
Laillé (Château d'eau) -> Bruz (Anita Conti)
Bruz (Anita Conti) -> Laillé (Laillé Eglise)
Mordelles (Collège St-Yves) -> Le Rheu (Lycée Monod)
Le Verger (Breil) -> Mordelles (Collège St-Yves)
Le Verger (La Lande Basse) -> Mordelles (Collège St-Yves)
Mordelles (Morvan Lebesque) -> Cintré (Saint-Roch)
La Chapelle-des-Fougeretz (Izé) -> Pacé (Centre scolaire Pacé)
Pacé (Centre scolaire Pacé) -> Saint-Gilles (Etang de la Motte)
Rennes (La Poterie) -> Vern-sur-Seiche -> Saint-Armel -> Corps-Nuds (Corps-Nuds Gare) via Champ Martin
Rennes (Henri Fréville) -> Bourgbarré (Sept Fours)
Nouvoitou (Parc des Sports) -> Vern-sur-Seiche -> Rennes (La Poterie)
Rennes (La Poterie) -> Vern-sur-Seiche -> Nouvoitou (Parc des Sports)
Vern-sur-Seiche (La Poste) -> Nouvoitou (Parc des Sports)
Rennes (Lycée Basch) -> Vezin-le-Coquet -> Le Rheu -> Mordelles (Mordelles Pâtis)
Mordelles (Mordelles Pâtis) -> Le Rheu -> Vezin-le-Coquet -> Rennes (Lycée Basch)
Laillé (Gingouillère) -> Pont-Péan -> Rennes (Henri Fréville)
Bruz (Lavoisier) -> Bruz (Cicé Blossac)
Noyal-Châtillon-sur-Seiche (Petite Saudrais) -> Chartres-de-Bretagne -> Bruz (Cicé Blossac)
Betton (Betton Centre) -> Chevaigné -> Saint-Sulpice-la-Forêt (Cropy)
Rennes (République) -> Rennes (Kennedy Guyenne)
Rennes (Saint-Exupéry) -> Rennes (Gayeulles)
Thorigné-Fouillard (Landelles) -> Rennes (République)
Saint-Gilles (Ile des Bois) -> Pacé -> Rennes (Lycée Basch)
Rennes (République) -> Vezin-le-Coquet -> L'Hermitage -> La Chapelle-Thouarault (Ville aux Archers)
La Chapelle-Thouarault (Ville aux Archers) -> L'Hermitage -> Vezin-le-Coquet -> Rennes (République)
Chartres-de-Bretagne (Parc de Loisirs) -> Rennes (Henri Fréville)
Pacé (Pacé Cimetière) -> Parthenay-de-Bretagne (Parthenay Fontaine)
Parthenay-de-Bretagne (Parthenay Fontaine) -> Pacé -> Rennes (Lycée Basch)
Brécé (Anjou) -> Rennes (République) via Rigourdière
Saint-Sulpice-la-Forêt (Cropy) -> Rennes (Place Hoche)
Rennes (Place Hoche) -> Saint-Sulpice-la-Forêt (Cropy)
Rennes (Henri Fréville) -> Chartres-de-Bretagne -> Pont-Péan (Bois Esnault) via Touche Tizon et Mivoie
Gévezé (Huchetais) -> Pacé (Centre scolaire Pacé)
Pacé (Centre scolaire Pacé) -> Gévezé (Huchetais)
Pacé (Bas Sommier) -> Pacé (Centre scolaire Pacé)
Orgères (Collège Récipon) -> Saint-Erblon (Souillard)
Orgères (Collège Récipon) -> Laillé (Les Vallées)
Laillé (Le Cleux) -> Orgères (Collège Récipon)
Le Rheu (Collège Brassens) -> Saint-Gilles (Haute Fresnais)
Romillé (Romillé Collège) -> Romillé (Hatais Ville Greffier)
Rennes (Patton) -> Rennes (Lycée Bréquigny)
Rennes (Saint-Laurent) -> Rennes (Cleunay)
Rennes (République) -> Brécé (Anjou)
Rennes (Roazhon Park) -> Rennes (Saint-Saëns)
Rennes (La Poterie) -> Saint-Grégoire (Grand Quartier)
