Identifiant;Code;Nom;Commune (code INSEE);Commune (nom);Coordonnées;Accessible aux PMR;Mobilier
3752;3752;Trois Marches;35353;Vezin-le-Coquet;48.104704, -1.739009;true;Abri simple
2617;2617;Fosse Gauchère;35352;Vern-sur-Seiche;48.049484, -1.611106;true;Abri simple
2641;2641;Champ Martin;35352;Vern-sur-Seiche;48.059068, -1.613012;false;Poteau
2619;2619;La Poste;35352;Vern-sur-Seiche;48.044566, -1.603907;true;Abri simple
2634;2634;Vern Eglise;35352;Vern-sur-Seiche;48.047102, -1.602707;true;Poteau
3772;3772;ZI Ouest;35353;Vezin-le-Coquet;48.107281, -1.738871;true;Poteau
2632;2632;Moulin;35352;Vern-sur-Seiche;48.048065, -1.598577;false;Poteau
4404;4404;Monbusson;35351;Le Verger;48.069144, -1.943388;false;Abri simple
4407;4407;Monbusson;35351;Le Verger;48.069416, -1.943188;false;Poteau
3705;3705;Saint-Gilles Centre;35275;Saint-Gilles;48.15298, -1.829806;false;Abri auvent
2844;2844;Champ Daguet;35278;Saint-Grégoire;48.155286, -1.671435;true;Abri simple
3724;3724;Clos des Cerisiers;35275;Saint-Gilles;48.153843, -1.834042;true;Poteau
2834;2834;Jean-Paul II;35278;Saint-Grégoire;48.159961, -1.677102;true;Abri simple
3718;3718;Saint-Hubert;35275;Saint-Gilles;48.141985, -1.828761;false;Abri simple
3721;3721;Pierre Blanche;35275;Saint-Gilles;48.138174, -1.86805;false;Poteau
2807;2807;Pontay;35278;Saint-Grégoire;48.159802, -1.692137;true;Abri simple
3708;3708;Vigne;35275;Saint-Gilles;48.152801, -1.820678;true;Abri simple
2843;2843;Nobel;35278;Saint-Grégoire;48.15835, -1.67217;true;Poteau
2862;2862;Belle Ecuelle;35278;Saint-Grégoire;48.17568, -1.694505;false;
2239;2239;Haut Bois;35281;Saint-Jacques-de-la-Lande;48.077838, -1.712445;false;Abri simple
2242;2242;Centre Météo;35281;Saint-Jacques-de-la-Lande;48.065059, -1.724639;true;Poteau
2244;2244;Parc Expo;35281;Saint-Jacques-de-la-Lande;48.059907, -1.73445;true;Abri simple
2274;2274;Jean Pont;35281;Saint-Jacques-de-la-Lande;48.092069, -1.698122;false;Poteau
2265;2265;Gautrais;35281;Saint-Jacques-de-la-Lande;48.061616, -1.724012;true;Poteau
2224;2224;Morinais;35281;Saint-Jacques-de-la-Lande;48.075073, -1.71604;true;Poteau
2268;2268;Auriol;35281;Saint-Jacques-de-la-Lande;48.07518, -1.729388;false;Poteau
1019;1019;Cité Judiciaire;35238;Rennes;48.105084, -1.684731;true;Abri double
1022;1022;Plélo Colombier;35238;Rennes;48.106222, -1.680736;true;Abri double
2403;2403;Brocéliande;35024;Betton;48.180722, -1.651937;false;Abri simple
2452;2452;Chaperonnais;35024;Betton;48.175446, -1.662388;true;Abri simple
1031;1031;Metz Volney;35238;Rennes;48.121987, -1.662185;true;Abri simple
2454;2454;Renaudais;35024;Betton;48.183218, -1.654765;true;Abri simple
1010;1010;Guéhenno;35238;Rennes;48.119241, -1.667693;true;Abri simple
2414;2414;Housset;35024;Betton;48.172685, -1.637284;true;Abri simple
2441;2441;Mézières;35024;Betton;48.184947, -1.649817;false;Poteau
2431;2431;Mozart;35024;Betton;48.182984, -1.637374;true;Abri simple
2811;2811;Cité des Jardins;35278;Saint-Grégoire;48.151378, -1.691295;true;Abri simple
2821;2821;Paul-Emile Victor;35278;Saint-Grégoire;48.15366, -1.692124;true;Abri simple
2814;2814;CHP Saint-Grégoire;35278;Saint-Grégoire;48.143099, -1.686451;true;Abri double
2833;2833;Jean-Paul II;35278;Saint-Grégoire;48.16014, -1.677217;true;Abri simple
2808;2808;Uttenreuth;35278;Saint-Grégoire;48.156845, -1.687389;true;Abri double
2809;2809;Discalceat;35278;Saint-Grégoire;48.154339, -1.686723;true;Abri simple
2822;2822;Discalceat;35278;Saint-Grégoire;48.154762, -1.686676;false;Poteau
2836;2836;Uttenreuth;35278;Saint-Grégoire;48.156979, -1.687239;true;Poteau
2812;2812;Forge;35278;Saint-Grégoire;48.150852, -1.685834;true;Abri double
2825;2825;Camus;35278;Saint-Grégoire;48.159086, -1.680796;true;Poteau
4156;4156;Pâtis;35039;Brécé;48.109445, -1.503174;false;Abri simple
2926;2926;Collège Pôle Sud;35066;Chartres-de-Bretagne;48.041691, -1.696068;true;Abri double
2906;2906;Croix aux Potiers;35066;Chartres-de-Bretagne;48.045906, -1.710086;true;Abri simple
2915;2915;Collège Pôle Sud;35066;Chartres-de-Bretagne;48.041376, -1.698416;true;Abri double
2911;2911;Parc de Loisirs;35066;Chartres-de-Bretagne;48.033268, -1.707228;true;Abri simple
2928;2928;Constant Mérel;35066;Chartres-de-Bretagne;48.031429, -1.708755;true;Abri simple
4262;4262;Chertrie;35065;La Chapelle-Thouarault;48.132746, -1.854807;false;Poteau
2920;2920;Auditoire;35066;Chartres-de-Bretagne;48.041536, -1.702871;true;Poteau
4602;4602;Fonderies;35079;Chevaigné;48.214316, -1.628818;true;Poteau
2944;2944;Ferme des Peupliers;35066;Chartres-de-Bretagne;48.029175, -1.707963;false;
4260;4260;Pont Harel;35065;La Chapelle-Thouarault;48.131389, -1.845055;false;
4069;4069;Besneraie;35059;La Chapelle-des-Fougeretz;48.183129, -1.726001;true;Abri simple
4071;4071;Forge Mallet;35059;La Chapelle-des-Fougeretz;48.173756, -1.752972;false;Poteau
4271;4271;Champ Rouget;35065;La Chapelle-Thouarault;48.131376, -1.849264;false;Poteau
4064;4064;Izé;35059;La Chapelle-des-Fougeretz;48.172842, -1.723409;false;Abri simple
3038;3038;Chantepie Eglise;35055;Chantepie;48.087497, -1.616789;true;Poteau
3001;3001;Gériatrie;35055;Chantepie;48.085047, -1.610381;true;Abri simple
3012;3012;Bourgogne;35055;Chantepie;48.089016, -1.612677;true;Abri simple
3015;3015;Breillou;35055;Chantepie;48.098321, -1.622836;true;Abri simple
3007;3007;Loges;35055;Chantepie;48.090504, -1.623943;true;Abri simple
3016;3016;Cucé;35055;Chantepie;48.093514, -1.607562;true;Abri simple
4103;4103;Place de Kildare;35088;Corps-Nuds;47.977794, -1.585033;true;Abri simple
4460;4460;La Cour aux Pages;35081;Clayes;48.178058, -1.852853;true;Abri simple
4105;4105;Chêne Hervé;35088;Corps-Nuds;47.982053, -1.588248;true;Abri simple
4653;4653;Saint-Melaine;35080;Cintré;48.103336, -1.869545;true;Abri double
4451;4451;Clairville;35081;Clayes;48.180991, -1.850524;false;Abri simple
4604;4604;Pommiers;35079;Chevaigné;48.209944, -1.625841;true;Abri simple
4453;4453;Clayes Centre;35081;Clayes;48.176019, -1.85261;true;Abri bâti
4668;4668;Les Bordes;35080;Cintré;48.11265, -1.892139;false;Poteau
4457;4457;Clayes Centre;35081;Clayes;48.176249, -1.852479;true;Poteau
4455;4455;Terseul;35081;Clayes;48.180907, -1.845046;false;Poteau
2353;2353;Bruz Centre;35047;Bruz;48.023379, -1.742999;true;Abri simple
1274;1274;Pilate;35238;Rennes;48.095038, -1.689979;true;Abri simple
1277;1277;Pont de Nantes;35238;Rennes;48.102127, -1.684092;true;Abri simple
1266;1266;Mermoz;35238;Rennes;48.09714, -1.689057;true;Abri simple
1259;1259;Rochester;35238;Rennes;48.129452, -1.663592;true;Abri simple
1260;1260;Gros Chêne;35238;Rennes;48.126715, -1.665432;true;Abri double
1256;1256;Bellangerais;35238;Rennes;48.132591, -1.671614;true;Abri simple
1251;1251;Veyettes;35238;Rennes;48.097042, -1.629126;true;Abri simple
1240;1240;Le Mail;35238;Rennes;48.109271, -1.689587;true;Abri simple
1244;1244;Mouézy;35238;Rennes;48.102217, -1.655063;true;Abri simple
1239;1239;Chèques Postaux;35238;Rennes;48.108237, -1.694247;true;Abri simple
1233;1233;Lemaistre;35238;Rennes;48.107021, -1.72162;true;Abri auvent
1235;1235;Géniaux;35238;Rennes;48.108898, -1.709658;true;Abri simple
1223;1223;Le Hô;35238;Rennes;48.106212, -1.723891;true;Poteau
1219;1219;Papeteries;35238;Rennes;48.108274, -1.703743;true;Abri simple
1208;1208;Saint-Saëns;35238;Rennes;48.104165, -1.637787;true;Abri simple
1211;1211;Serpette;35238;Rennes;48.103116, -1.652491;true;Poteau
1213;1213;Croix Saint-Hélier;35238;Rennes;48.102902, -1.661403;true;Abri simple
1202;1202;Beaulieu Cité U;35238;Rennes;48.120592, -1.644215;true;Abri simple
1205;1205;Veyettes;35238;Rennes;48.097147, -1.629252;true;Abri simple
1191;1191;Languedoc;35238;Rennes;48.115474, -1.704489;true;Abri simple
1170;1170;Paul Bert;35238;Rennes;48.109996, -1.669018;true;Abri simple
1164;1164;Pont de Châteaudun;35238;Rennes;48.110145, -1.663921;true;Abri double
1158;1158;Héronière;35238;Rennes;48.135605, -1.656126;true;Abri simple
1160;1160;Tournebride;35238;Rennes;48.114099, -1.637565;true;Abri double
1163;1163;Robidou;35238;Rennes;48.110164, -1.660479;true;Abri simple
1150;1150;Jeanne d'Arc;35238;Rennes;48.116588, -1.65539;true;Abri auvent
1144;1144;République;35238;Rennes;48.110073, -1.677735;true;Abri platine
1147;1147;Saint-Vincent;35238;Rennes;48.112666, -1.664346;true;Poteau
1137;1137;Frères Moine;35238;Rennes;48.093597, -1.681809;true;Abri simple
1114;1114;Durafour;35238;Rennes;48.114521, -1.658017;true;Abri double
1118;1118;Thabor;35238;Rennes;48.111816, -1.671244;true;Abri auvent
1108;1108;Gayeulles;35238;Rennes;48.128344, -1.652232;true;Abri simple
1101;1101;Trois Croix;35238;Rennes;48.127266, -1.68326;true;Abri simple
1092;1092;Les Lices;35238;Rennes;48.111759, -1.686216;true;Abri simple
1088;1088;Liberté TNB;35238;Rennes;48.107377, -1.674981;false;Abri simple
1077;1077;La Poterie;35238;Rennes;48.087413, -1.643436;true;Abri simple
1081;1081;Bourgeois;35238;Rennes;48.09806, -1.655275;true;Abri platine
1071;1071;Haut Sancé;35238;Rennes;48.096225, -1.636899;true;Abri simple
1072;1072;CARSAT;35238;Rennes;48.094922, -1.638;true;Abri simple
1075;1075;Bourgueil;35238;Rennes;48.089486, -1.635568;true;Abri simple
1070;1070;CARSAT;35238;Rennes;48.094492, -1.637889;true;Abri simple
1063;1063;Monsieur Vincent;35238;Rennes;48.09273, -1.64749;true;Poteau
1064;1064;Lycée Descartes;35238;Rennes;48.090281, -1.645018;true;Abri simple
1055;1055;Champs Libres;35238;Rennes;48.106057, -1.67401;true;Abri simple
1047;1047;La Touche;35238;Rennes;48.11612, -1.691288;true;Abri simple
1041;1041;Trois Croix;35238;Rennes;48.128749, -1.6836;false;Abri simple
1252;1252;Patton;35238;Rennes;48.138782, -1.66602;true;Abri simple
1242;1242;République;35238;Rennes;48.109758, -1.679532;true;Abri double
1234;1234;Roazhon Park;35238;Rennes;48.107689, -1.714796;true;Abri simple
1226;1226;Servigné;35238;Rennes;48.101258, -1.731769;true;Poteau
1229;1229;Servigné;35238;Rennes;48.101154, -1.731617;true;Abri simple
1222;1222;Roazhon Park;35238;Rennes;48.108107, -1.714065;true;Abri simple
1218;1218;Guilloux Lorient;35238;Rennes;48.109099, -1.697997;true;Abri simple
1204;1204;Beaulieu INSA;35238;Rennes;48.119511, -1.635317;true;Abri simple
1196;1196;Dinan;35238;Rennes;48.117181, -1.682302;true;Abri simple
1197;1197;Sévigné;35238;Rennes;48.116347, -1.673257;true;Abri simple
1192;1192;La Salle;35238;Rennes;48.114999, -1.701423;true;Abri simple
1184;1184;Dinan;35238;Rennes;48.117227, -1.681484;true;Abri auvent
1176;1176;Beaulieu INSA;35238;Rennes;48.119028, -1.63521;true;Abri double
1177;1177;Beaulieu Restau U;35238;Rennes;48.122317, -1.639592;true;Abri double
1175;1175;Beaulieu Chimie;35238;Rennes;48.117101, -1.633896;true;Abri simple
1161;1161;Plaine de Baud;35238;Rennes;48.112232, -1.644227;true;Abri simple
1149;1149;Durafour;35238;Rennes;48.114248, -1.658666;false;Poteau
1139;1139;Sacrés Coeurs;35238;Rennes;48.096914, -1.678484;true;Abri simple
1122;1122;Gare Sud Féval;35238;Rennes;48.103005, -1.676912;true;Abri simple
1123;1123;Ginguené;35238;Rennes;48.099181, -1.675756;true;Abri auvent
1125;1125;Sacrés Coeurs;35238;Rennes;48.096926, -1.679166;true;Abri simple
1115;1115;Oberthur;35238;Rennes;48.113459, -1.661409;true;Abri simple
1117;1117;Châteaudun;35238;Rennes;48.112528, -1.666797;true;Poteau
1105;1105;Héronière;35238;Rennes;48.1355, -1.655711;true;Abri simple
1102;1102;Donelière;35238;Rennes;48.131357, -1.684599;false;Abri simple
1104;1104;Hôtel de Région;35238;Rennes;48.134745, -1.658572;true;Abri simple
1093;1093;Horizons;35238;Rennes;48.111757, -1.689653;true;Abri simple
1087;1087;Champs Libres;35238;Rennes;48.105276, -1.673939;true;Abri simple
1079;1079;Monsieur Vincent;35238;Rennes;48.092772, -1.647205;true;Abri simple
1069;1069;Ronceray;35238;Rennes;48.092756, -1.63962;true;Abri simple
1061;1061;Bourgeois;35238;Rennes;48.097255, -1.654254;true;Abri simple
1054;1054;Liberté TNB;35238;Rennes;48.107564, -1.675176;false;Abri simple
1057;1057;Laënnec;35238;Rennes;48.104747, -1.667176;false;Abri simple
1046;1046;Anatole France;35238;Rennes;48.11824, -1.689403;true;Abri simple
1048;1048;Brest Verdun;35238;Rennes;48.113357, -1.693476;true;Abri double
1042;1042;Cimetière Nord;35238;Rennes;48.124255, -1.681766;true;Abri simple
4060;4060;Métairie;35059;La Chapelle-des-Fougeretz;48.179271, -1.729299;true;Poteau
4058;4058;Viennais;35059;La Chapelle-des-Fougeretz;48.173991, -1.735178;true;Poteau
2512;2512;Pont d'Avoine;35240;Le Rheu;48.096246, -1.764714;true;Abri simple
2522;2522;Mahomat;35240;Le Rheu;48.093981, -1.773941;true;Abri simple
2523;2523;Mahomat;35240;Le Rheu;48.0941, -1.774098;true;Abri simple
2519;2519;Lycée Monod;35240;Le Rheu;48.100897, -1.806904;true;Abri provisoire
2422;2422;Petite Hublais;35024;Betton;48.182171, -1.616139;true;Abri simple
2411;2411;Betton Vallée;35024;Betton;48.161724, -1.647868;true;Abri simple
2504;2504;L'Autre Lieu;35240;Le Rheu;48.098973, -1.796821;true;Abri simple
2507;2507;Barberais;35240;Le Rheu;48.097502, -1.781275;false;Abri simple
2516;2516;Bouleaux;35240;Le Rheu;48.101845, -1.79502;true;Poteau
2534;2534;Collège Brassens;35240;Le Rheu;48.098948, -1.800305;false;
1018;1018;Plélo Colombier;35238;Rennes;48.106204, -1.680999;true;Abri simple
2420;2420;Brocéliande;35024;Betton;48.180579, -1.652229;false;Abri simple
2437;2437;Betton Centre;35024;Betton;48.18162, -1.639271;true;Abri simple
1008;1008;Painlevé;35238;Rennes;48.123212, -1.660216;true;Abri simple
2429;2429;Petite Hublais;35024;Betton;48.182036, -1.616164;true;Poteau
1030;1030;Guéhenno;35238;Rennes;48.119572, -1.666629;true;Abri simple
1012;1012;Sévigné;35238;Rennes;48.11605, -1.674245;true;Abri simple
1017;1017;Les Halles;35238;Rennes;48.108415, -1.680213;false;Poteau
1020;1020;Mermoz;35238;Rennes;48.097442, -1.689566;true;Abri simple
2421;2421;Omblais;35024;Betton;48.179175, -1.65123;true;Poteau
2011;2011;Maison d'Accueil;35051;Cesson-Sévigné;48.121108, -1.60998;true;Abri simple
3027;3027;Touche Annette;35055;Chantepie;48.085803, -1.608136;true;Abri double
3002;3002;Deux Ruisseaux;35055;Chantepie;48.085765, -1.614047;true;Abri double
2013;2013;Vilaine;35051;Cesson-Sévigné;48.116419, -1.607397;true;Abri simple
3029;3029;Touche Annette;35055;Chantepie;48.085706, -1.607473;true;Poteau
3032;3032;Gériatrie;35055;Chantepie;48.085229, -1.610747;true;Abri simple
3039;3039;Chevallerais;35055;Chantepie;48.073804, -1.577534;false;Poteau
3025;3025;Martinière;35055;Chantepie;48.076742, -1.631836;false;Poteau
3041;3041;Maubusson;35055;Chantepie;48.069407, -1.569763;false;Poteau
3031;3031;Loges;35055;Chantepie;48.088526, -1.624998;false;
2041;2041;Cesson Collège;35051;Cesson-Sévigné;48.120514, -1.599543;true;Abri simple
2050;2050;Cesson Collège;35051;Cesson-Sévigné;48.120244, -1.599275;true;Abri simple
2044;2044;Belle Fontaine;35051;Cesson-Sévigné;48.127362, -1.62431;true;Abri simple
2057;2057;Cesson Gare;35051;Cesson-Sévigné;48.113861, -1.603295;true;Abri simple
2040;2040;Chalotais;35051;Cesson-Sévigné;48.116167, -1.600377;true;Abri double
2049;2049;Les Lacs;35051;Cesson-Sévigné;48.124436, -1.614097;true;Abri simple
2058;2058;Peupliers;35051;Cesson-Sévigné;48.112638, -1.607261;true;Abri simple
2042;2042;Les Lacs;35051;Cesson-Sévigné;48.124644, -1.613102;true;Abri simple
2021;2021;Hublais;35051;Cesson-Sévigné;48.114168, -1.613754;true;Abri simple
2026;2026;Mare Pavée;35051;Cesson-Sévigné;48.122782, -1.61077;true;Poteau
4253;4253;Piardière;35065;La Chapelle-Thouarault;48.121939, -1.846158;true;Abri simple
4252;4252;Rochers;35065;La Chapelle-Thouarault;48.123011, -1.860726;true;Abri simple
4259;4259;Chertrie;35065;La Chapelle-Thouarault;48.132823, -1.854656;false;Poteau
4210;4210;Alfred de Musset;35076;Chavagne;48.054885, -1.790003;true;Abri simple
4208;4208;Grippay;35076;Chavagne;48.057762, -1.77645;true;Poteau
2902;2902;Croix aux Potiers;35066;Chartres-de-Bretagne;48.047893, -1.713543;true;Abri simple
2917;2917;Chartres Centre;35066;Chartres-de-Bretagne;48.042349, -1.706501;true;Abri bâti
2925;2925;Chaussairie;35066;Chartres-de-Bretagne;48.033519, -1.711906;true;Abri simple
2927;2927;Parc de Loisirs;35066;Chartres-de-Bretagne;48.033169, -1.707484;true;Poteau
2916;2916;Auditoire;35066;Chartres-de-Bretagne;48.04169, -1.702632;false;Abri simple
2032;2032;Charmilles;35051;Cesson-Sévigné;48.106229, -1.621342;true;Abri simple
3036;3036;Landes;35055;Chantepie;48.092721, -1.617949;true;Poteau
3030;3030;Loges;35055;Chantepie;48.088354, -1.624765;false;
3023;3023;EDEFS;35055;Chantepie;48.092596, -1.612945;false;Poteau
3018;3018;Rocade Sud;35055;Chantepie;48.085481, -1.627229;true;Abri simple
3021;3021;Rocade Sud;35055;Chantepie;48.0846, -1.627505;true;Abri simple
3013;3013;Deux Ruisseaux;35055;Chantepie;48.085813, -1.614717;true;Abri simple
4053;4053;Métairie;35059;La Chapelle-des-Fougeretz;48.17951, -1.729201;true;Abri double
4054;4054;Mairie;35059;La Chapelle-des-Fougeretz;48.177108, -1.732207;true;Abri double
4072;4072;Forge Mallet;35059;La Chapelle-des-Fougeretz;48.173452, -1.753095;false;Poteau
4267;4267;Ville aux Archers;35065;La Chapelle-Thouarault;48.122595, -1.868366;true;Abri simple
4270;4270;Ville aux Archers;35065;La Chapelle-Thouarault;48.122657, -1.868554;false;Poteau
4257;4257;Rochers;35065;La Chapelle-Thouarault;48.123122, -1.860835;true;Poteau
2903;2903;Chaussairie;35066;Chartres-de-Bretagne;48.033355, -1.71163;true;Abri simple
2942;2942;Collège Pôle Sud;35066;Chartres-de-Bretagne;48.042032, -1.696207;true;Poteau
2924;2924;Argoat;35066;Chartres-de-Bretagne;48.035534, -1.706095;true;Poteau
2914;2914;Vieux Bourg;35066;Chartres-de-Bretagne;48.036918, -1.697008;true;Abri simple
2907;2907;Croix aux Potiers;35066;Chartres-de-Bretagne;48.045659, -1.710498;true;Abri simple
2908;2908;Callouët;35066;Chartres-de-Bretagne;48.041413, -1.712515;true;Abri simple
4201;4201;Croix Blanche;35076;Chavagne;48.051925, -1.797682;true;Abri double
4211;4211;Calvaire;35076;Chavagne;48.052438, -1.790592;true;Poteau
4209;4209;Avenir;35076;Chavagne;48.054115, -1.783746;true;Poteau
4605;4605;Fonderies;35079;Chevaigné;48.214395, -1.628958;true;Abri simple
4652;4652;Chêne Vert;35080;Cintré;48.105043, -1.872646;true;Abri bâti
4654;4654;Saint-Melaine;35080;Cintré;48.103469, -1.869393;false;Poteau
4660;4660;Bintin;35080;Cintré;48.114373, -1.903277;false;Poteau
4459;4459;La Cour aux Pages;35081;Clayes;48.178132, -1.85278;true;Abri simple
4101;4101;Corps-Nuds Gare;35088;Corps-Nuds;47.985025, -1.576372;false;Poteau
4102;4102;Huberdières;35088;Corps-Nuds;47.982393, -1.580817;false;Abri simple
4104;4104;Corps-Nuds Mairie;35088;Corps-Nuds;47.979393, -1.587834;true;Abri simple
4109;4109;Corps-Nuds Mairie;35088;Corps-Nuds;47.97901, -1.587893;true;Poteau
4112;4112;Corps-Nuds Gare;35088;Corps-Nuds;47.985302, -1.576027;false;Poteau
2338;2338;Lavoisier;35047;Bruz;48.033269, -1.733105;true;Abri double
2337;2337;Lavoisier;35047;Bruz;48.032956, -1.733031;true;Abri double
2351;2351;Mare de la Salle;35047;Bruz;48.029242, -1.719642;false;Abri simple
2371;2371;Roche Marguerite;35047;Bruz;47.996792, -1.739796;false;Poteau
2322;2322;Vert Buisson;35047;Bruz;48.029465, -1.757995;true;Abri simple
2345;2345;Rabine;35047;Bruz;48.023807, -1.761964;false;Poteau
2366;2366;Aire du 8 Mai;35047;Bruz;48.026878, -1.745504;false;
2266;2266;Parc Expo;35047;Bruz;48.056515, -1.732068;false;
2124;2124;Chêne Germain;35051;Cesson-Sévigné;48.131589, -1.624653;true;Abri simple
2006;2006;Petits Champs;35051;Cesson-Sévigné;48.125255, -1.596592;true;Abri simple
2120;2120;Prieuré Forge;35051;Cesson-Sévigné;48.108133, -1.580865;false;Poteau
2314;2314;Porte de Ker-Lann;35047;Bruz;48.054937, -1.739708;true;Abri simple
2122;2122;Buisson;35051;Cesson-Sévigné;48.104606, -1.63076;true;Abri simple
2317;2317;Coeur de Campus;35047;Bruz;48.047427, -1.742103;true;Abri simple
2308;2308;Croix Madame;35047;Bruz;48.041413, -1.754424;true;Abri simple
2309;2309;Schuman;35047;Bruz;48.044622, -1.746502;true;Abri simple
2323;2323;Rabine;35047;Bruz;48.025667, -1.760799;true;Abri simple
2312;2312;Etangs;35047;Bruz;48.049424, -1.740454;true;Abri simple
2088;2088;Stade Dézerseul;35051;Cesson-Sévigné;48.124609, -1.590688;true;Abri simple
2111;2111;Touche sur Roche;35051;Cesson-Sévigné;48.097971, -1.586888;false;Poteau
2107;2107;Ménouriais;35051;Cesson-Sévigné;48.099651, -1.603046;true;Abri simple
2089;2089;Rigourdière;35051;Cesson-Sévigné;48.113572, -1.59052;true;Abri simple
2074;2074;Mare Pavée;35051;Cesson-Sévigné;48.123547, -1.611239;true;Abri simple
2059;2059;Monniais;35051;Cesson-Sévigné;48.109302, -1.609073;true;Abri simple
2080;2080;Gaudais;35051;Cesson-Sévigné;48.127399, -1.612799;true;Abri simple
2104;2104;Haut Grippé;35051;Cesson-Sévigné;48.114919, -1.590425;true;Poteau
2106;2106;Champelé;35051;Cesson-Sévigné;48.116039, -1.582351;true;Poteau
2081;2081;Bouriande;35051;Cesson-Sévigné;48.126799, -1.619769;true;Poteau
2060;2060;Rond Point de Bray;35051;Cesson-Sévigné;48.10784, -1.614683;true;Abri simple
2036;2036;Bas Village;35051;Cesson-Sévigné;48.101206, -1.624003;true;Abri provisoire
2020;2020;Taillis;35051;Cesson-Sévigné;48.114105, -1.621837;true;Abri simple
2015;2015;Hublais;35051;Cesson-Sévigné;48.114253, -1.616314;true;Abri simple
2039;2039;Bordage;35051;Cesson-Sévigné;48.114462, -1.600472;true;Abri simple
2043;2043;Cormier;35051;Cesson-Sévigné;48.124354, -1.618478;true;Abri simple
2027;2027;Fontenelle;35051;Cesson-Sévigné;48.123456, -1.608183;true;Poteau
2051;2051;Chalotais;35051;Cesson-Sévigné;48.115847, -1.600734;true;Poteau
2023;2023;Vilaine;35051;Cesson-Sévigné;48.115593, -1.606961;true;Poteau
2024;2024;Muguet;35051;Cesson-Sévigné;48.118449, -1.608322;true;Poteau
4108;4108;Chêne Hervé;35088;Corps-Nuds;47.981897, -1.588461;false;Poteau
